EMC,Location,Analyte,Flow,Run
0.2010000050067902,1671569331_MN,Phosphorus,Inflow,123
0.7039999961853027,1671569331_MN,Phosphorus,Inflow,123
0.1330000013113022,1671569331_MN,Phosphorus,Inflow,123
0.1389999985694885,1671569331_MN,Phosphorus,Inflow,123
0.8450000286102295,1671569331_MN,Phosphorus,Inflow,123
0.3549999892711639,1671569331_MN,Phosphorus,Inflow,123
1.460000038146973,1671569331_MN,Phosphorus,Inflow,123
0.1500000059604645,1671569331_MN,Phosphorus,Inflow,123
0.06100000068545341,1671569331_MN,Phosphorus,Inflow,123
0.1430000066757202,1671569331_MN,Phosphorus,Inflow,123
0.1169999986886978,1671569331_MN,Phosphorus,Inflow,123
0.193000003695488,1671569331_MN,Phosphorus,Inflow,123
0.119999997317791,1671569331_MN,Phosphorus,Inflow,123
0.1969999969005585,1671569331_MN,Phosphorus,Inflow,123
0.1459999978542328,1671569331_MN,Phosphorus,Inflow,123
0.6359999775886536,1671569331_MN,Phosphorus,Inflow,123
0.1529999971389771,1671569331_MN,Phosphorus,Inflow,123
0.1289999932050705,1671569331_MN,Phosphorus,Inflow,123
0.6359999775886536,1671569331_MN,Phosphorus,Inflow,124
1.460000038146973,1671569331_MN,Phosphorus,Inflow,124
0.1990000009536743,1671569331_MN,Phosphorus,Inflow,124
0.257999986410141,1671569331_MN,Phosphorus,Inflow,124
0.1659999936819077,1671569331_MN,Phosphorus,Inflow,124
0.1710000038146973,1671569331_MN,Phosphorus,Inflow,124
0.1920000016689301,1671569331_MN,Phosphorus,Inflow,124
0.1529999971389771,1671569331_MN,Phosphorus,Inflow,124
0.3549999892711639,1671569331_MN,Phosphorus,Inflow,124
0.2160000056028366,1671569331_MN,Phosphorus,Inflow,124
0.8450000286102295,1671569331_MN,Phosphorus,Inflow,124
1.299999952316284,1671569331_MN,Phosphorus,Inflow,124
0.1459999978542328,1671569331_MN,Phosphorus,Inflow,124
0.1330000013113022,1671569331_MN,Phosphorus,Inflow,124
0.1299999952316284,1671569331_MN,Phosphorus,Inflow,124
0.1469999998807907,1671569331_MN,Phosphorus,Inflow,124
0.1949999928474426,1671569331_MN,Phosphorus,Inflow,124
0.4639999866485596,1671569331_MN,Phosphorus,Inflow,124
0.7039999961853027,1671569331_MN,Phosphorus,Inflow,124
0.08100000023841858,1671569331_MN,Phosphorus,Inflow,124
0.1790000051259995,1671569331_MN,Phosphorus,Inflow,125
0.1389999985694885,1671569331_MN,Phosphorus,Inflow,125
0.4659999907016754,1671569331_MN,Phosphorus,Inflow,125
0.1289999932050705,1671569331_MN,Phosphorus,Inflow,125
0.1169999986886978,1671569331_MN,Phosphorus,Inflow,125
0.1659999936819077,1671569331_MN,Phosphorus,Inflow,125
0.382999986410141,1671569331_MN,Phosphorus,Inflow,125
0.2259999960660934,1671569331_MN,Phosphorus,Inflow,125
0.181999996304512,1671569331_MN,Phosphorus,Inflow,125
0.1920000016689301,1671569331_MN,Phosphorus,Inflow,125
0.2010000050067902,1671569331_MN,Phosphorus,Inflow,125
0.193000003695488,1671569331_MN,Phosphorus,Inflow,125
0.06100000068545341,1671569331_MN,Phosphorus,Inflow,125
0.119999997317791,1671569331_MN,Phosphorus,Inflow,125
0.1519999951124191,1671569331_MN,Phosphorus,Inflow,125
0.4239999949932098,1671569331_MN,Phosphorus,Inflow,125
0.1710000038146973,1671569331_MN,Phosphorus,Inflow,125
0.1969999969005585,1671569331_MN,Phosphorus,Inflow,125
0.1150000020861626,1671569331_MN,Phosphorus,Inflow,125
0.1630000025033951,1671569331_MN,Phosphorus,Inflow,125
0.1519999951124191,1671569331_MN,Phosphorus,Inflow,126
0.1459999978542328,1671569331_MN,Phosphorus,Inflow,126
0.2160000056028366,1671569331_MN,Phosphorus,Inflow,126
0.1500000059604645,1671569331_MN,Phosphorus,Inflow,126
0.1630000025033951,1671569331_MN,Phosphorus,Inflow,126
0.257999986410141,1671569331_MN,Phosphorus,Inflow,126
0.1289999932050705,1671569331_MN,Phosphorus,Inflow,126
0.06100000068545341,1671569331_MN,Phosphorus,Inflow,126
0.1309999972581863,1671569331_MN,Phosphorus,Inflow,126
0.1990000009536743,1671569331_MN,Phosphorus,Inflow,126
0.1330000013113022,1671569331_MN,Phosphorus,Inflow,126
0.1759999990463257,1671569331_MN,Phosphorus,Inflow,126
0.1790000051259995,1671569331_MN,Phosphorus,Inflow,126
0.2070000022649765,1671569331_MN,Phosphorus,Inflow,126
0.1949999928474426,1671569331_MN,Phosphorus,Inflow,126
0.4639999866485596,1671569331_MN,Phosphorus,Inflow,126
0.1469999998807907,1671569331_MN,Phosphorus,Inflow,126
0.1659999936819077,1671569331_MN,Phosphorus,Inflow,126
0.6359999775886536,1671569331_MN,Phosphorus,Inflow,126
0.1669999957084656,1671569331_MN,Phosphorus,Inflow,126
0.1990000009536743,1671569331_MN,Phosphorus,Inflow,127
0.2560000121593475,1671569331_MN,Phosphorus,Inflow,127
0.2119999974966049,1671569331_MN,Phosphorus,Inflow,127
0.2460000067949295,1671569331_MN,Phosphorus,Inflow,127
0.1790000051259995,1671569331_MN,Phosphorus,Inflow,127
0.1309999972581863,1671569331_MN,Phosphorus,Inflow,127
0.1920000016689301,1671569331_MN,Phosphorus,Inflow,127
0.5910000205039978,1671569331_MN,Phosphorus,Inflow,127
0.2070000022649765,1671569331_MN,Phosphorus,Inflow,127
0.4659999907016754,1671569331_MN,Phosphorus,Inflow,127
0.153999999165535,1671569331_MN,Phosphorus,Inflow,127
0.1519999951124191,1671569331_MN,Phosphorus,Inflow,127
0.1620000004768372,1671569331_MN,Phosphorus,Inflow,127
0.2010000050067902,1671569331_MN,Phosphorus,Inflow,127
0.119999997317791,1671569331_MN,Phosphorus,Inflow,127
0.4639999866485596,1671569331_MN,Phosphorus,Inflow,127
0.3549999892711639,1671569331_MN,Phosphorus,Inflow,127
0.3779999911785126,1671569331_MN,Phosphorus,Inflow,127
0.3490000069141388,1671569331_MN,Phosphorus,Inflow,127
0.1459999978542328,1671569331_MN,Phosphorus,Inflow,127
0.1770000010728836,1671569331_MN,Phosphorus,Inflow,128
0.2010000050067902,1671569331_MN,Phosphorus,Inflow,128
0.2560000121593475,1671569331_MN,Phosphorus,Inflow,128
0.1550000011920929,1671569331_MN,Phosphorus,Inflow,128
0.1519999951124191,1671569331_MN,Phosphorus,Inflow,128
0.1620000004768372,1671569331_MN,Phosphorus,Inflow,128
0.1289999932050705,1671569331_MN,Phosphorus,Inflow,128
0.2599999904632568,1671569331_MN,Phosphorus,Inflow,128
0.1669999957084656,1671569331_MN,Phosphorus,Inflow,128
0.119999997317791,1671569331_MN,Phosphorus,Inflow,128
0.5910000205039978,1671569331_MN,Phosphorus,Inflow,128
0.6359999775886536,1671569331_MN,Phosphorus,Inflow,128
0.1500000059604645,1671569331_MN,Phosphorus,Inflow,128
0.153999999165535,1671569331_MN,Phosphorus,Inflow,128
0.2460000067949295,1671569331_MN,Phosphorus,Inflow,128
0.1529999971389771,1671569331_MN,Phosphorus,Inflow,128
0.193000003695488,1671569331_MN,Phosphorus,Inflow,128
0.1650000065565109,1671569331_MN,Phosphorus,Inflow,128
0.1949999928474426,1671569331_MN,Phosphorus,Inflow,128
0.0860000029206276,1671569331_MN,Phosphorus,Inflow,128
0.153999999165535,1671569331_MN,Phosphorus,Inflow,129
0.1309999972581863,1671569331_MN,Phosphorus,Inflow,129
0.1550000011920929,1671569331_MN,Phosphorus,Inflow,129
0.2010000050067902,1671569331_MN,Phosphorus,Inflow,129
0.2160000056028366,1671569331_MN,Phosphorus,Inflow,129
0.1330000013113022,1671569331_MN,Phosphorus,Inflow,129
0.5910000205039978,1671569331_MN,Phosphorus,Inflow,129
0.1710000038146973,1671569331_MN,Phosphorus,Inflow,129
0.1430000066757202,1671569331_MN,Phosphorus,Inflow,129
0.119999997317791,1671569331_MN,Phosphorus,Inflow,129
0.1659999936819077,1671569331_MN,Phosphorus,Inflow,129
0.1209999993443489,1671569331_MN,Phosphorus,Inflow,129
0.1770000010728836,1671569331_MN,Phosphorus,Inflow,129
0.1469999998807907,1671569331_MN,Phosphorus,Inflow,129
0.3490000069141388,1671569331_MN,Phosphorus,Inflow,129
0.1049999967217445,1671569331_MN,Phosphorus,Inflow,129
0.1620000004768372,1671569331_MN,Phosphorus,Inflow,129
0.2259999960660934,1671569331_MN,Phosphorus,Inflow,129
0.193000003695488,1671569331_MN,Phosphorus,Inflow,129
0.1630000025033951,1671569331_MN,Phosphorus,Inflow,129
0.2560000121593475,1671569331_MN,Phosphorus,Inflow,130
0.1169999986886978,1671569331_MN,Phosphorus,Inflow,130
0.1599999964237213,1671569331_MN,Phosphorus,Inflow,130
0.7039999961853027,1671569331_MN,Phosphorus,Inflow,130
0.257999986410141,1671569331_MN,Phosphorus,Inflow,130
0.2460000067949295,1671569331_MN,Phosphorus,Inflow,130
0.0860000029206276,1671569331_MN,Phosphorus,Inflow,130
0.181999996304512,1671569331_MN,Phosphorus,Inflow,130
0.1669999957084656,1671569331_MN,Phosphorus,Inflow,130
0.382999986410141,1671569331_MN,Phosphorus,Inflow,130
0.1330000013113022,1671569331_MN,Phosphorus,Inflow,130
0.193000003695488,1671569331_MN,Phosphorus,Inflow,130
0.6359999775886536,1671569331_MN,Phosphorus,Inflow,130
0.2259999960660934,1671569331_MN,Phosphorus,Inflow,130
0.2070000022649765,1671569331_MN,Phosphorus,Inflow,130
0.5910000205039978,1671569331_MN,Phosphorus,Inflow,130
0.1790000051259995,1671569331_MN,Phosphorus,Inflow,130
0.4639999866485596,1671569331_MN,Phosphorus,Inflow,130
0.2010000050067902,1671569331_MN,Phosphorus,Inflow,130
0.1299999952316284,1671569331_MN,Phosphorus,Inflow,130
0.1209999993443489,1671569331_MN,Phosphorus,Inflow,131
0.1049999967217445,1671569331_MN,Phosphorus,Inflow,131
0.1550000011920929,1671569331_MN,Phosphorus,Inflow,131
0.1969999969005585,1671569331_MN,Phosphorus,Inflow,131
0.1299999952316284,1671569331_MN,Phosphorus,Inflow,131
0.0860000029206276,1671569331_MN,Phosphorus,Inflow,131
0.2160000056028366,1671569331_MN,Phosphorus,Inflow,131
0.2070000022649765,1671569331_MN,Phosphorus,Inflow,131
0.1430000066757202,1671569331_MN,Phosphorus,Inflow,131
0.1289999932050705,1671569331_MN,Phosphorus,Inflow,131
0.1710000038146973,1671569331_MN,Phosphorus,Inflow,131
0.1509999930858612,1671569331_MN,Phosphorus,Inflow,131
0.2160000056028366,1671569331_MN,Phosphorus,Inflow,131
0.3490000069141388,1671569331_MN,Phosphorus,Inflow,131
0.5910000205039978,1671569331_MN,Phosphorus,Inflow,131
0.08100000023841858,1671569331_MN,Phosphorus,Inflow,131
0.3779999911785126,1671569331_MN,Phosphorus,Inflow,131
0.2460000067949295,1671569331_MN,Phosphorus,Inflow,131
0.1990000009536743,1671569331_MN,Phosphorus,Inflow,131
0.1469999998807907,1671569331_MN,Phosphorus,Inflow,131
0.1969999969005585,1671569331_MN,Phosphorus,Inflow,132
0.8450000286102295,1671569331_MN,Phosphorus,Inflow,132
0.257999986410141,1671569331_MN,Phosphorus,Inflow,132
0.1770000010728836,1671569331_MN,Phosphorus,Inflow,132
0.1049999967217445,1671569331_MN,Phosphorus,Inflow,132
0.1759999990463257,1671569331_MN,Phosphorus,Inflow,132
0.1469999998807907,1671569331_MN,Phosphorus,Inflow,132
0.2259999960660934,1671569331_MN,Phosphorus,Inflow,132
0.153999999165535,1671569331_MN,Phosphorus,Inflow,132
0.1209999993443489,1671569331_MN,Phosphorus,Inflow,132
0.2460000067949295,1671569331_MN,Phosphorus,Inflow,132
0.1599999964237213,1671569331_MN,Phosphorus,Inflow,132
0.06400000303983688,1671569331_MN,Phosphorus,Inflow,132
0.2240000069141388,1671569331_MN,Phosphorus,Inflow,132
0.1550000011920929,1671569331_MN,Phosphorus,Inflow,132
0.1920000016689301,1671569331_MN,Phosphorus,Inflow,132
0.324999988079071,1671569331_MN,Phosphorus,Inflow,132
0.1790000051259995,1671569331_MN,Phosphorus,Inflow,132
1.299999952316284,1671569331_MN,Phosphorus,Inflow,132
0.1299999952316284,1671569331_MN,Phosphorus,Inflow,132
0.1519999951124191,1671569331_MN,Phosphorus,Inflow,133
0.1209999993443489,1671569331_MN,Phosphorus,Inflow,133
0.2119999974966049,1671569331_MN,Phosphorus,Inflow,133
0.8450000286102295,1671569331_MN,Phosphorus,Inflow,133
0.3779999911785126,1671569331_MN,Phosphorus,Inflow,133
0.06400000303983688,1671569331_MN,Phosphorus,Inflow,133
0.257999986410141,1671569331_MN,Phosphorus,Inflow,133
0.1459999978542328,1671569331_MN,Phosphorus,Inflow,133
0.1969999969005585,1671569331_MN,Phosphorus,Inflow,133
0.5910000205039978,1671569331_MN,Phosphorus,Inflow,133
0.4129999876022339,1671569331_MN,Phosphorus,Inflow,133
0.6359999775886536,1671569331_MN,Phosphorus,Inflow,133
0.3490000069141388,1671569331_MN,Phosphorus,Inflow,133
0.1990000009536743,1671569331_MN,Phosphorus,Inflow,133
0.1659999936819077,1671569331_MN,Phosphorus,Inflow,133
0.2460000067949295,1671569331_MN,Phosphorus,Inflow,133
0.1389999985694885,1671569331_MN,Phosphorus,Inflow,133
0.4639999866485596,1671569331_MN,Phosphorus,Inflow,133
0.1620000004768372,1671569331_MN,Phosphorus,Inflow,133
0.1759999990463257,1671569331_MN,Phosphorus,Inflow,133
0.2560000121593475,1671569331_MN,Phosphorus,Inflow,134
0.2599999904632568,1671569331_MN,Phosphorus,Inflow,134
0.08100000023841858,1671569331_MN,Phosphorus,Inflow,134
0.1759999990463257,1671569331_MN,Phosphorus,Inflow,134
0.1969999969005585,1671569331_MN,Phosphorus,Inflow,134
0.1469999998807907,1671569331_MN,Phosphorus,Inflow,134
0.1389999985694885,1671569331_MN,Phosphorus,Inflow,134
0.1599999964237213,1671569331_MN,Phosphorus,Inflow,134
0.2010000050067902,1671569331_MN,Phosphorus,Inflow,134
0.2460000067949295,1671569331_MN,Phosphorus,Inflow,134
1.299999952316284,1671569331_MN,Phosphorus,Inflow,134
0.1790000051259995,1671569331_MN,Phosphorus,Inflow,134
0.4659999907016754,1671569331_MN,Phosphorus,Inflow,134
0.1550000011920929,1671569331_MN,Phosphorus,Inflow,134
0.1620000004768372,1671569331_MN,Phosphorus,Inflow,134
0.1519999951124191,1671569331_MN,Phosphorus,Inflow,134
0.06100000068545341,1671569331_MN,Phosphorus,Inflow,134
0.1209999993443489,1671569331_MN,Phosphorus,Inflow,134
0.1289999932050705,1671569331_MN,Phosphorus,Inflow,134
0.3779999911785126,1671569331_MN,Phosphorus,Inflow,134
0.2119999974966049,1671569331_MN,Phosphorus,Inflow,135
0.324999988079071,1671569331_MN,Phosphorus,Inflow,135
0.7039999961853027,1671569331_MN,Phosphorus,Inflow,135
0.1330000013113022,1671569331_MN,Phosphorus,Inflow,135
0.1650000065565109,1671569331_MN,Phosphorus,Inflow,135
0.06400000303983688,1671569331_MN,Phosphorus,Inflow,135
0.2460000067949295,1671569331_MN,Phosphorus,Inflow,135
0.119999997317791,1671569331_MN,Phosphorus,Inflow,135
0.1389999985694885,1671569331_MN,Phosphorus,Inflow,135
0.1299999952316284,1671569331_MN,Phosphorus,Inflow,135
0.1509999930858612,1671569331_MN,Phosphorus,Inflow,135
0.1599999964237213,1671569331_MN,Phosphorus,Inflow,135
0.1209999993443489,1671569331_MN,Phosphorus,Inflow,135
0.1519999951124191,1671569331_MN,Phosphorus,Inflow,135
0.08100000023841858,1671569331_MN,Phosphorus,Inflow,135
0.1049999967217445,1671569331_MN,Phosphorus,Inflow,135
0.1299999952316284,1671569331_MN,Phosphorus,Inflow,135
0.181999996304512,1671569331_MN,Phosphorus,Inflow,135
0.1469999998807907,1671569331_MN,Phosphorus,Inflow,135
0.1790000051259995,1671569331_MN,Phosphorus,Inflow,135
0.08100000023841858,1671569331_MN,Phosphorus,Inflow,136
0.3490000069141388,1671569331_MN,Phosphorus,Inflow,136
0.1759999990463257,1671569331_MN,Phosphorus,Inflow,136
0.1519999951124191,1671569331_MN,Phosphorus,Inflow,136
0.1550000011920929,1671569331_MN,Phosphorus,Inflow,136
0.4659999907016754,1671569331_MN,Phosphorus,Inflow,136
0.2160000056028366,1671569331_MN,Phosphorus,Inflow,136
0.5910000205039978,1671569331_MN,Phosphorus,Inflow,136
0.1289999932050705,1671569331_MN,Phosphorus,Inflow,136
0.4129999876022339,1671569331_MN,Phosphorus,Inflow,136
0.2160000056028366,1671569331_MN,Phosphorus,Inflow,136
0.1990000009536743,1671569331_MN,Phosphorus,Inflow,136
0.119999997317791,1671569331_MN,Phosphorus,Inflow,136
0.257999986410141,1671569331_MN,Phosphorus,Inflow,136
0.1309999972581863,1671569331_MN,Phosphorus,Inflow,136
0.1430000066757202,1671569331_MN,Phosphorus,Inflow,136
0.1209999993443489,1671569331_MN,Phosphorus,Inflow,136
0.1599999964237213,1671569331_MN,Phosphorus,Inflow,136
0.1330000013113022,1671569331_MN,Phosphorus,Inflow,136
1.299999952316284,1671569331_MN,Phosphorus,Inflow,136
0.1289999932050705,1671569331_MN,Phosphorus,Inflow,137
0.2259999960660934,1671569331_MN,Phosphorus,Inflow,137
0.181999996304512,1671569331_MN,Phosphorus,Inflow,137
0.2240000069141388,1671569331_MN,Phosphorus,Inflow,137
0.1620000004768372,1671569331_MN,Phosphorus,Inflow,137
0.119999997317791,1671569331_MN,Phosphorus,Inflow,137
0.2560000121593475,1671569331_MN,Phosphorus,Inflow,137
0.4239999949932098,1671569331_MN,Phosphorus,Inflow,137
0.1790000051259995,1671569331_MN,Phosphorus,Inflow,137
0.1500000059604645,1671569331_MN,Phosphorus,Inflow,137
0.1759999990463257,1671569331_MN,Phosphorus,Inflow,137
0.06400000303983688,1671569331_MN,Phosphorus,Inflow,137
0.2460000067949295,1671569331_MN,Phosphorus,Inflow,137
0.1920000016689301,1671569331_MN,Phosphorus,Inflow,137
0.1710000038146973,1671569331_MN,Phosphorus,Inflow,137
0.4129999876022339,1671569331_MN,Phosphorus,Inflow,137
0.1599999964237213,1671569331_MN,Phosphorus,Inflow,137
0.06100000068545341,1671569331_MN,Phosphorus,Inflow,137
0.1299999952316284,1671569331_MN,Phosphorus,Inflow,137
0.1550000011920929,1671569331_MN,Phosphorus,Inflow,137
0.1650000065565109,1671569331_MN,Phosphorus,Inflow,138
0.5910000205039978,1671569331_MN,Phosphorus,Inflow,138
0.1969999969005585,1671569331_MN,Phosphorus,Inflow,138
0.4129999876022339,1671569331_MN,Phosphorus,Inflow,138
0.1770000010728836,1671569331_MN,Phosphorus,Inflow,138
0.0860000029206276,1671569331_MN,Phosphorus,Inflow,138
0.3490000069141388,1671569331_MN,Phosphorus,Inflow,138
0.4639999866485596,1671569331_MN,Phosphorus,Inflow,138
0.4239999949932098,1671569331_MN,Phosphorus,Inflow,138
0.1169999986886978,1671569331_MN,Phosphorus,Inflow,138
0.4659999907016754,1671569331_MN,Phosphorus,Inflow,138
0.3779999911785126,1671569331_MN,Phosphorus,Inflow,138
0.1920000016689301,1671569331_MN,Phosphorus,Inflow,138
0.181999996304512,1671569331_MN,Phosphorus,Inflow,138
0.1620000004768372,1671569331_MN,Phosphorus,Inflow,138
1.299999952316284,1671569331_MN,Phosphorus,Inflow,138
0.1790000051259995,1671569331_MN,Phosphorus,Inflow,138
0.324999988079071,1671569331_MN,Phosphorus,Inflow,138
0.1790000051259995,1671569331_MN,Phosphorus,Inflow,138
0.8450000286102295,1671569331_MN,Phosphorus,Inflow,138
0.1969999969005585,1671569331_MN,Phosphorus,Inflow,139
0.3490000069141388,1671569331_MN,Phosphorus,Inflow,139
0.1169999986886978,1671569331_MN,Phosphorus,Inflow,139
0.1599999964237213,1671569331_MN,Phosphorus,Inflow,139
0.193000003695488,1671569331_MN,Phosphorus,Inflow,139
0.1509999930858612,1671569331_MN,Phosphorus,Inflow,139
0.8450000286102295,1671569331_MN,Phosphorus,Inflow,139
0.1389999985694885,1671569331_MN,Phosphorus,Inflow,139
0.2070000022649765,1671569331_MN,Phosphorus,Inflow,139
0.4639999866485596,1671569331_MN,Phosphorus,Inflow,139
0.1469999998807907,1671569331_MN,Phosphorus,Inflow,139
0.2460000067949295,1671569331_MN,Phosphorus,Inflow,139
0.7039999961853027,1671569331_MN,Phosphorus,Inflow,139
0.1519999951124191,1671569331_MN,Phosphorus,Inflow,139
0.1710000038146973,1671569331_MN,Phosphorus,Inflow,139
0.6359999775886536,1671569331_MN,Phosphorus,Inflow,139
0.2560000121593475,1671569331_MN,Phosphorus,Inflow,139
0.2160000056028366,1671569331_MN,Phosphorus,Inflow,139
0.1500000059604645,1671569331_MN,Phosphorus,Inflow,139
0.1770000010728836,1671569331_MN,Phosphorus,Inflow,139
0.1469999998807907,1671569331_MN,Phosphorus,Inflow,140
0.181999996304512,1671569331_MN,Phosphorus,Inflow,140
0.1669999957084656,1671569331_MN,Phosphorus,Inflow,140
0.1969999969005585,1671569331_MN,Phosphorus,Inflow,140
0.2119999974966049,1671569331_MN,Phosphorus,Inflow,140
0.2160000056028366,1671569331_MN,Phosphorus,Inflow,140
0.4129999876022339,1671569331_MN,Phosphorus,Inflow,140
0.193000003695488,1671569331_MN,Phosphorus,Inflow,140
0.1790000051259995,1671569331_MN,Phosphorus,Inflow,140
0.1169999986886978,1671569331_MN,Phosphorus,Inflow,140
0.1620000004768372,1671569331_MN,Phosphorus,Inflow,140
0.08100000023841858,1671569331_MN,Phosphorus,Inflow,140
0.1759999990463257,1671569331_MN,Phosphorus,Inflow,140
0.3490000069141388,1671569331_MN,Phosphorus,Inflow,140
0.5910000205039978,1671569331_MN,Phosphorus,Inflow,140
0.2010000050067902,1671569331_MN,Phosphorus,Inflow,140
0.1599999964237213,1671569331_MN,Phosphorus,Inflow,140
0.1519999951124191,1671569331_MN,Phosphorus,Inflow,140
0.2599999904632568,1671569331_MN,Phosphorus,Inflow,140
0.4659999907016754,1671569331_MN,Phosphorus,Inflow,140
0.1430000066757202,1671569331_MN,Phosphorus,Inflow,141
0.1790000051259995,1671569331_MN,Phosphorus,Inflow,141
0.4639999866485596,1671569331_MN,Phosphorus,Inflow,141
0.1500000059604645,1671569331_MN,Phosphorus,Inflow,141
0.1299999952316284,1671569331_MN,Phosphorus,Inflow,141
0.2560000121593475,1671569331_MN,Phosphorus,Inflow,141
0.1550000011920929,1671569331_MN,Phosphorus,Inflow,141
0.2259999960660934,1671569331_MN,Phosphorus,Inflow,141
0.1309999972581863,1671569331_MN,Phosphorus,Inflow,141
0.1990000009536743,1671569331_MN,Phosphorus,Inflow,141
0.2599999904632568,1671569331_MN,Phosphorus,Inflow,141
0.1669999957084656,1671569331_MN,Phosphorus,Inflow,141
0.5910000205039978,1671569331_MN,Phosphorus,Inflow,141
0.1469999998807907,1671569331_MN,Phosphorus,Inflow,141
0.1150000020861626,1671569331_MN,Phosphorus,Inflow,141
0.1389999985694885,1671569331_MN,Phosphorus,Inflow,141
0.1599999964237213,1671569331_MN,Phosphorus,Inflow,141
0.4239999949932098,1671569331_MN,Phosphorus,Inflow,141
0.382999986410141,1671569331_MN,Phosphorus,Inflow,141
0.2070000022649765,1671569331_MN,Phosphorus,Inflow,141
0.06100000068545341,1671569331_MN,Phosphorus,Inflow,142
0.1509999930858612,1671569331_MN,Phosphorus,Inflow,142
0.1330000013113022,1671569331_MN,Phosphorus,Inflow,142
0.1299999952316284,1671569331_MN,Phosphorus,Inflow,142
0.1529999971389771,1671569331_MN,Phosphorus,Inflow,142
0.1500000059604645,1671569331_MN,Phosphorus,Inflow,142
0.1459999978542328,1671569331_MN,Phosphorus,Inflow,142
1.460000038146973,1671569331_MN,Phosphorus,Inflow,142
0.1659999936819077,1671569331_MN,Phosphorus,Inflow,142
0.1169999986886978,1671569331_MN,Phosphorus,Inflow,142
0.1599999964237213,1671569331_MN,Phosphorus,Inflow,142
0.1049999967217445,1671569331_MN,Phosphorus,Inflow,142
0.2119999974966049,1671569331_MN,Phosphorus,Inflow,142
0.2460000067949295,1671569331_MN,Phosphorus,Inflow,142
0.257999986410141,1671569331_MN,Phosphorus,Inflow,142
0.4129999876022339,1671569331_MN,Phosphorus,Inflow,142
0.1519999951124191,1671569331_MN,Phosphorus,Inflow,142
0.4239999949932098,1671569331_MN,Phosphorus,Inflow,142
0.1309999972581863,1671569331_MN,Phosphorus,Inflow,142
0.3490000069141388,1671569331_MN,Phosphorus,Inflow,142
1.299999952316284,1671569331_MN,Phosphorus,Inflow,143
0.5910000205039978,1671569331_MN,Phosphorus,Inflow,143
0.1969999969005585,1671569331_MN,Phosphorus,Inflow,143
0.2160000056028366,1671569331_MN,Phosphorus,Inflow,143
0.1459999978542328,1671569331_MN,Phosphorus,Inflow,143
0.1430000066757202,1671569331_MN,Phosphorus,Inflow,143
0.0860000029206276,1671569331_MN,Phosphorus,Inflow,143
0.2010000050067902,1671569331_MN,Phosphorus,Inflow,143
0.1289999932050705,1671569331_MN,Phosphorus,Inflow,143
0.1630000025033951,1671569331_MN,Phosphorus,Inflow,143
0.3490000069141388,1671569331_MN,Phosphorus,Inflow,143
0.1529999971389771,1671569331_MN,Phosphorus,Inflow,143
0.1620000004768372,1671569331_MN,Phosphorus,Inflow,143
0.1509999930858612,1671569331_MN,Phosphorus,Inflow,143
0.1430000066757202,1671569331_MN,Phosphorus,Inflow,143
0.2259999960660934,1671569331_MN,Phosphorus,Inflow,143
0.2070000022649765,1671569331_MN,Phosphorus,Inflow,143
0.1049999967217445,1671569331_MN,Phosphorus,Inflow,143
0.2599999904632568,1671569331_MN,Phosphorus,Inflow,143
0.3779999911785126,1671569331_MN,Phosphorus,Inflow,143
0.1650000065565109,1671569331_MN,Phosphorus,Inflow,144
0.1599999964237213,1671569331_MN,Phosphorus,Inflow,144
0.1469999998807907,1671569331_MN,Phosphorus,Inflow,144
0.2460000067949295,1671569331_MN,Phosphorus,Inflow,144
0.1920000016689301,1671569331_MN,Phosphorus,Inflow,144
0.1969999969005585,1671569331_MN,Phosphorus,Inflow,144
0.1620000004768372,1671569331_MN,Phosphorus,Inflow,144
0.1049999967217445,1671569331_MN,Phosphorus,Inflow,144
0.4129999876022339,1671569331_MN,Phosphorus,Inflow,144
0.1500000059604645,1671569331_MN,Phosphorus,Inflow,144
0.1309999972581863,1671569331_MN,Phosphorus,Inflow,144
0.153999999165535,1671569331_MN,Phosphorus,Inflow,144
0.382999986410141,1671569331_MN,Phosphorus,Inflow,144
0.1299999952316284,1671569331_MN,Phosphorus,Inflow,144
0.119999997317791,1671569331_MN,Phosphorus,Inflow,144
0.1669999957084656,1671569331_MN,Phosphorus,Inflow,144
0.2599999904632568,1671569331_MN,Phosphorus,Inflow,144
0.1759999990463257,1671569331_MN,Phosphorus,Inflow,144
0.2160000056028366,1671569331_MN,Phosphorus,Inflow,144
0.1430000066757202,1671569331_MN,Phosphorus,Inflow,144
0.153999999165535,1671569331_MN,Phosphorus,Inflow,145
0.257999986410141,1671569331_MN,Phosphorus,Inflow,145
0.1389999985694885,1671569331_MN,Phosphorus,Inflow,145
0.1620000004768372,1671569331_MN,Phosphorus,Inflow,145
0.1309999972581863,1671569331_MN,Phosphorus,Inflow,145
0.1330000013113022,1671569331_MN,Phosphorus,Inflow,145
0.1430000066757202,1671569331_MN,Phosphorus,Inflow,145
0.1299999952316284,1671569331_MN,Phosphorus,Inflow,145
0.1990000009536743,1671569331_MN,Phosphorus,Inflow,145
0.2560000121593475,1671569331_MN,Phosphorus,Inflow,145
0.5910000205039978,1671569331_MN,Phosphorus,Inflow,145
0.1509999930858612,1671569331_MN,Phosphorus,Inflow,145
0.324999988079071,1671569331_MN,Phosphorus,Inflow,145
0.0860000029206276,1671569331_MN,Phosphorus,Inflow,145
